%
Observatory Name: VENUS
Region: Saanich Inlet
Node Location: Central Node
Study Area: VIP
Site: VIP-16 from: 2012-Feb-26 to: 2012-Aug-12 Latitude(decdeg N): 48.6514 Longitude(decdeg W): 123.4791 Depth(m): 96
Site: VIP-17 from: 2012-Aug-12 to: 2012-Sep-22 Latitude(decdeg N): 48.6513 Longitude(decdeg W): 123.4864 Depth(m): 96
Water Property: Temperature Units: C
Device: SeaBird CTD 16 plus 6536 from: 2011-Oct-02 to: 2012-Sep-22
Sample Period: 60s from:2011-10-04 to: 2012-09-22
This data set was concatenated from multiple devices and sites in the VIP study area.
This data has been averaged into 10 minute intervals.
Time given is the middle of the averaging bin. The mean of the time bin is also given.
Time Format: number of decimal days from the start of the current year (Start Time)
Data Gaps are represented by NaN's (Not a Number). See metadata for more information.
QC Flag: 0 = no QC; 1 = good; 2 = probably good, use with caution; 3 = probably bad; 4 = bad; 7 = Averaged value; 8 = Interpolated Value; 9 = Missing Value (NaN). See metadata for more information.
Start Time: 2012-01-01 00:00:00
Time Zone: UTC
%
Time (UTC) , Temperature (C) , Temperature QC Flag , Temperature Number Data Averaged , Temperature Standard Deviation , Temperature Bin Time Mean
252.461806 ,   8.916080 , 7 , 10 ,   0.005928 , 252.461792
252.468750 ,   8.928640 , 7 , 10 ,   0.002647 , 252.468736
252.475694 ,   8.933810 , 7 , 10 ,   0.000832 , 252.475681
252.482639 ,   8.936030 , 7 , 10 ,   0.001294 , 252.482625
252.489583 ,   8.927320 , 7 , 10 ,   0.005670 , 252.489570
252.496528 ,   8.924160 , 7 , 10 ,   0.001848 , 252.496514
252.503472 ,   8.929560 , 7 , 10 ,   0.003881 , 252.503458
252.510417 ,   8.934180 , 7 , 10 ,   0.001743 , 252.510403
252.517361 ,   8.928520 , 7 , 10 ,   0.005947 , 252.517347
252.524306 ,   8.922490 , 7 , 10 ,   0.007516 , 252.524292
252.531250 ,   8.915070 , 7 , 10 ,   0.008263 , 252.531236
252.538194 ,   8.906140 , 7 , 10 ,   0.000918 , 252.538181
252.545139 ,   8.906080 , 7 , 10 ,   0.001520 , 252.545125
252.552083 ,   8.908640 , 7 , 10 ,   0.002070 , 252.552070
252.559028 ,   8.907050 , 7 , 10 ,   0.001590 , 252.559014
252.565972 ,   8.915230 , 7 , 10 ,   0.004329 , 252.565958
252.572917 ,   8.925330 , 7 , 10 ,   0.008081 , 252.572903
252.579861 ,   8.911000 , 7 , 10 ,   0.013002 , 252.579847
252.586806 ,   8.894440 , 7 , 10 ,   0.004684 , 252.586792
252.593750 ,   8.895210 , 7 , 10 ,   0.002054 , 252.593736
252.600694 ,   8.908000 , 7 , 10 ,   0.010722 , 252.600681
252.607639 ,   8.925810 , 7 , 10 ,   0.002415 , 252.607625
252.614583 ,   8.906740 , 7 , 10 ,   0.011292 , 252.614570
252.621528 ,   8.879120 , 7 , 10 ,   0.003537 , 252.621514
252.628472 ,   8.890640 , 7 , 10 ,   0.007505 , 252.628458
252.635417 ,   8.911080 , 7 , 10 ,   0.005033 , 252.635403
252.642361 ,   8.895090 , 7 , 10 ,   0.006997 , 252.642347
252.649306 ,   8.895850 , 7 , 10 ,   0.002640 , 252.649292
252.656250 ,   8.892380 , 7 , 10 ,   0.003733 , 252.656236
252.663194 ,   8.884850 , 7 , 10 ,   0.001981 , 252.663181
252.670139 ,   8.884510 , 7 , 10 ,   0.000875 , 252.670125
252.677083 ,   8.885050 , 7 , 10 ,   0.001515 , 252.677070
252.684028 ,   8.889640 , 7 , 10 ,   0.002085 , 252.684014
252.690972 ,   8.889600 , 7 , 10 ,   0.002611 , 252.690958
252.697917 ,   8.887610 , 7 , 10 ,   0.002057 , 252.697903
252.704861 ,   8.889330 , 7 , 10 ,   0.002017 , 252.704847
252.711806 ,   8.887530 , 7 , 10 ,   0.000688 , 252.711792
252.718750 ,   8.895160 , 7 , 10 ,   0.003830 , 252.718736
252.725694 ,   8.895720 , 7 , 10 ,   0.006505 , 252.725681
252.732639 ,   8.880130 , 7 , 10 ,   0.001896 , 252.732625
252.739583 ,   8.877920 , 7 , 10 ,   0.000735 , 252.739570
252.746528 ,   8.877890 , 7 , 10 ,   0.001859 , 252.746514
252.753472 ,   8.878890 , 7 , 10 ,   0.000964 , 252.753458
252.760417 ,   8.880150 , 7 , 10 ,   0.001076 , 252.760403
252.767361 ,   8.881510 , 7 , 10 ,   0.000767 , 252.767347
252.774306 ,   8.884220 , 7 , 10 ,   0.001548 , 252.774292
252.781250 ,   8.889680 , 7 , 10 ,   0.003323 , 252.781236
252.788194 ,   8.888890 , 7 , 10 ,   0.001433 , 252.788181
252.795139 ,   8.884900 , 7 , 10 ,   0.003831 , 252.795125
252.802083 ,   8.893450 , 7 , 10 ,   0.004919 , 252.802070
252.809028 ,   8.890230 , 7 , 10 ,   0.001476 , 252.809014
252.815972 ,   8.886980 , 7 , 10 ,   0.003035 , 252.815958
252.822917 ,   8.887290 , 7 , 10 ,   0.001254 , 252.822903
252.829861 ,   8.885690 , 7 , 10 ,   0.000540 , 252.829847
252.836806 ,   8.887610 , 7 , 10 ,   0.000563 , 252.836792
252.843750 ,   8.887690 , 7 , 10 ,   0.000849 , 252.843736
252.850694 ,   8.885690 , 7 , 10 ,   0.000543 , 252.850681
252.857639 ,   8.893020 , 7 , 10 ,   0.003082 , 252.857625
252.864583 ,   8.898140 , 7 , 10 ,   0.001546 , 252.864570
252.871528 ,   8.897030 , 7 , 10 ,   0.001403 , 252.871514
252.878472 ,   8.902070 , 7 , 10 ,   0.000717 , 252.878458
252.885417 ,   8.903650 , 7 , 10 ,   0.000882 , 252.885403
252.892361 ,   8.905310 , 7 , 10 ,   0.001102 , 252.892347
252.899306 ,   8.909310 , 7 , 10 ,   0.002534 , 252.899292
252.906250 ,   8.915410 , 7 , 10 ,   0.002131 , 252.906236
252.913194 ,   8.917940 , 7 , 10 ,   0.001331 , 252.913181
252.920139 ,   8.920920 , 7 , 10 ,   0.001933 , 252.920125
252.927083 ,   8.914720 , 7 , 10 ,   0.001208 , 252.927070
252.934028 ,   8.918570 , 7 , 10 ,   0.001962 , 252.934014
252.940972 ,   8.916480 , 7 , 10 ,   0.002939 , 252.940958
252.947917 ,   8.916310 , 7 , 10 ,   0.001169 , 252.947903
252.954861 ,   8.919620 , 7 , 10 ,   0.001961 , 252.954847
252.961806 ,   8.919880 , 7 , 10 ,   0.001008 , 252.961792
252.968750 ,   8.920460 , 7 , 10 ,   0.002265 , 252.968736
252.975694 ,   8.915360 , 7 , 10 ,   0.003862 , 252.975681
252.982639 ,   8.915080 , 7 , 10 ,   0.003889 , 252.982625
252.989583 ,   8.922650 , 7 , 10 ,   0.004875 , 252.989570
252.996528 ,   8.925030 , 7 , 10 ,   0.000874 , 252.996514
253.003472 ,   8.929630 , 7 , 10 ,   0.001942 , 253.003458
253.010417 ,   8.927900 , 7 , 10 ,   0.004049 , 253.010403
253.017361 ,   8.918830 , 7 , 10 ,   0.002570 , 253.017347
253.024306 ,   8.913700 , 7 , 10 ,   0.004169 , 253.024292
253.031250 ,   8.914150 , 7 , 10 ,   0.001670 , 253.031236
253.038194 ,   8.920040 , 7 , 10 ,   0.001994 , 253.038181
253.045139 ,   8.924880 , 7 , 10 ,   0.001623 , 253.045125
253.052083 ,   8.925010 , 7 , 10 ,   0.001209 , 253.052070
253.059028 ,   8.928940 , 7 , 10 ,   0.001227 , 253.059014
253.065972 ,   8.923660 , 7 , 10 ,   0.001535 , 253.065958
253.072917 ,   8.918680 , 7 , 10 ,   0.002586 , 253.072903
253.079861 ,   8.911070 , 7 , 10 ,   0.002491 , 253.079847
253.086806 ,   8.908440 , 7 , 10 ,   0.001766 , 253.086792
253.093750 ,   8.905950 , 7 , 10 ,   0.000925 , 253.093736
253.100694 ,   8.905100 , 7 , 10 ,   0.000807 , 253.100681
253.107639 ,   8.901420 , 7 , 10 ,   0.001469 , 253.107625
253.114583 ,   8.898990 , 7 , 10 ,   0.000540 , 253.114570
253.121528 ,   8.903060 , 7 , 10 ,   0.005971 , 253.121514
253.128472 ,   8.917980 , 7 , 10 ,   0.000719 , 253.128458
253.135417 ,   8.920290 , 7 , 10 ,   0.000923 , 253.135403
253.142361 ,   8.922310 , 7 , 10 ,   0.002638 , 253.142347
253.149306 ,   8.921230 , 7 , 10 ,   0.002820 , 253.149292
253.156250 ,   8.930390 , 7 , 10 ,   0.005440 , 253.156236
253.163194 ,   8.932320 , 7 , 10 ,   0.001367 , 253.163181
253.170139 ,   8.929050 , 7 , 10 ,   0.001880 , 253.170125
253.177083 ,   8.927830 , 7 , 10 ,   0.001294 , 253.177070
253.184028 ,   8.926060 , 7 , 10 ,   0.000602 , 253.184014
253.190972 ,   8.924230 , 7 , 10 ,   0.002063 , 253.190958
253.197917 ,   8.915760 , 7 , 10 ,   0.002883 , 253.197903
253.204861 ,   8.909380 , 7 , 10 ,   0.005508 , 253.204847
253.211806 ,   8.905170 , 7 , 10 ,   0.001568 , 253.211792
253.218750 ,   8.908700 , 7 , 10 ,   0.001860 , 253.218736
253.225694 ,   8.912230 , 7 , 10 ,   0.000624 , 253.225681
253.232639 ,   8.912510 , 7 , 10 ,   0.001227 , 253.232625
253.239583 ,   8.912280 , 7 , 10 ,   0.000855 , 253.239570
253.246528 ,   8.912510 , 7 , 10 ,   0.001579 , 253.246514
253.253472 ,   8.914170 , 7 , 10 ,   0.001791 , 253.253458
253.260417 ,   8.916450 , 7 , 10 ,   0.004668 , 253.260403
253.267361 ,   8.914320 , 7 , 10 ,   0.001990 , 253.267347
253.274306 ,   8.914180 , 7 , 10 ,   0.000514 , 253.274292
253.281250 ,   8.916190 , 7 , 10 ,   0.003417 , 253.281236
253.288194 ,   8.923980 , 7 , 10 ,   0.001172 , 253.288181
253.295139 ,   8.919550 , 7 , 10 ,   0.002101 , 253.295125
253.302083 ,   8.917620 , 7 , 10 ,   0.001829 , 253.302070
253.309028 ,   8.915740 , 7 , 10 ,   0.002434 , 253.309014
253.315972 ,   8.916190 , 7 , 10 ,   0.002369 , 253.315958
253.322917 ,   8.915440 , 7 , 10 ,   0.002162 , 253.322903
253.329861 ,   8.911150 , 7 , 10 ,   0.002491 , 253.329847
253.336806 ,   8.904020 , 7 , 10 ,   0.002627 , 253.336792
253.343750 ,   8.899640 , 7 , 10 ,   0.002570 , 253.343736
253.350694 ,   8.902180 , 7 , 10 ,   0.007357 , 253.350681
253.357639 ,   8.905950 , 7 , 10 ,   0.002250 , 253.357625
253.364583 ,   8.899890 , 7 , 10 ,   0.001885 , 253.364570
253.371528 ,   8.901470 , 7 , 10 ,   0.002169 , 253.371514
253.378472 ,   8.900480 , 7 , 10 ,   0.003077 , 253.378458
253.385417 ,   8.898950 , 7 , 10 ,   0.001634 , 253.385403
253.392361 ,   8.900430 , 7 , 10 ,   0.003523 , 253.392347
253.399306 ,   8.921460 , 7 , 10 ,   0.005565 , 253.399292
253.406250 ,   8.927410 , 7 , 10 ,   0.000615 , 253.406236
253.413194 ,   8.924500 , 7 , 10 ,   0.001283 , 253.413181
253.420139 ,   8.923280 , 7 , 10 ,   0.001205 , 253.420125
253.427083 ,   8.925050 , 7 , 10 ,   0.000936 , 253.427070
253.434028 ,   8.925290 , 7 , 10 ,   0.001204 , 253.434014
253.440972 ,   8.929010 , 7 , 10 ,   0.001153 , 253.440958
253.447917 ,   8.931790 , 7 , 10 ,   0.000567 , 253.447903
253.454861 ,   8.933460 , 7 , 10 ,   0.000824 , 253.454847
253.461806 ,   8.935140 , 7 , 10 ,   0.000207 , 253.461792
253.468750 ,   8.935780 , 7 , 10 ,   0.000333 , 253.468736
253.475694 ,   8.936730 , 7 , 10 ,   0.000593 , 253.475681
253.482639 ,   8.936720 , 7 , 10 ,   0.000809 , 253.482625
253.489583 ,   8.936110 , 7 , 10 ,   0.000509 , 253.489570
253.496528 ,   8.934540 , 7 , 10 ,   0.000782 , 253.496514
253.503472 ,   8.930390 , 7 , 10 ,   0.002257 , 253.503458
253.510417 ,   8.927230 , 7 , 10 ,   0.001673 , 253.510403
253.517361 ,   8.932170 , 7 , 10 ,   0.002253 , 253.517347
253.524306 ,   8.930040 , 7 , 10 ,   0.002075 , 253.524292
253.531250 ,   8.932630 , 7 , 10 ,   0.001446 , 253.531236
253.538194 ,   8.933360 , 7 , 10 ,   0.000241 , 253.538181
253.545139 ,   8.929720 , 7 , 10 ,   0.001006 , 253.545125
253.552083 ,   8.924980 , 7 , 10 ,   0.002245 , 253.552070
253.559028 ,   8.920530 , 7 , 10 ,   0.002037 , 253.559014
253.565972 ,   8.918880 , 7 , 10 ,   0.001577 , 253.565958
253.572917 ,   8.922250 , 7 , 10 ,   0.001074 , 253.572903
253.579861 ,   8.918780 , 7 , 10 ,   0.001783 , 253.579847
253.586806 ,   8.919440 , 7 , 10 ,   0.001268 , 253.586792
253.593750 ,   8.918730 , 7 , 10 ,   0.002528 , 253.593736
253.600694 ,   8.916550 , 7 , 10 ,   0.002288 , 253.600681
253.607639 ,   8.917790 , 7 , 10 ,   0.000996 , 253.607625
253.614583 ,   8.914860 , 7 , 10 ,   0.002299 , 253.614570
253.621528 ,   8.905370 , 7 , 10 ,   0.001957 , 253.621514
253.628472 ,   8.903260 , 7 , 10 ,   0.000613 , 253.628458
253.635417 ,   8.904150 , 7 , 10 ,   0.000534 , 253.635403
253.642361 ,   8.902980 , 7 , 10 ,   0.001163 , 253.642347
253.649306 ,   8.898540 , 7 , 10 ,   0.001480 , 253.649292
253.656250 ,   8.895000 , 7 , 10 ,   0.001856 , 253.656236
253.663194 ,   8.892470 , 7 , 10 ,   0.000542 , 253.663181
253.670139 ,   8.894030 , 7 , 10 ,   0.002946 , 253.670125
253.677083 ,   8.902910 , 7 , 10 ,   0.002906 , 253.677070
253.684028 ,   8.901060 , 7 , 10 ,   0.002819 , 253.684014
253.690972 ,   8.901260 , 7 , 10 ,   0.002516 , 253.690958
253.697917 ,   8.895570 , 7 , 10 ,   0.000767 , 253.697903
253.704861 ,   8.896300 , 7 , 10 ,   0.001133 , 253.704847
253.711806 ,   8.903250 , 7 , 10 ,   0.003135 , 253.711792
253.718750 ,   8.904860 , 7 , 10 ,   0.003892 , 253.718736
253.725694 ,   8.904410 , 7 , 10 ,   0.003180 , 253.725681
253.732639 ,   8.902990 , 7 , 10 ,   0.002568 , 253.732625
253.739583 ,   8.901710 , 7 , 10 ,   0.003432 , 253.739570
253.746528 ,   8.897550 , 7 , 10 ,   0.000707 , 253.746514
253.753472 ,   8.898020 , 7 , 10 ,   0.000836 , 253.753458
253.760417 ,   8.902440 , 7 , 10 ,   0.003436 , 253.760403
253.767361 ,   8.920530 , 7 , 10 ,   0.003713 , 253.767347
253.774306 ,   8.921420 , 7 , 10 ,   0.000887 , 253.774292
253.781250 ,   8.920270 , 7 , 10 ,   0.000298 , 253.781236
253.788194 ,   8.920330 , 7 , 10 ,   0.000643 , 253.788181
253.795139 ,   8.919950 , 7 , 10 ,   0.000880 , 253.795125
253.802083 ,   8.920450 , 7 , 10 ,   0.000749 , 253.802070
253.809028 ,   8.920800 , 7 , 10 ,   0.000552 , 253.809014
253.815972 ,   8.917150 , 7 , 10 ,   0.001152 , 253.815958
253.822917 ,   8.917300 , 7 , 10 ,   0.000591 , 253.822903
253.829861 ,   8.917330 , 7 , 10 ,   0.000503 , 253.829847
253.836806 ,   8.917520 , 7 , 10 ,   0.000921 , 253.836792
253.843750 ,   8.915340 , 7 , 10 ,   0.000860 , 253.843736
253.850694 ,   8.915640 , 7 , 10 ,   0.001253 , 253.850681
253.857639 ,   8.918120 , 7 , 10 ,   0.001371 , 253.857625
253.864583 ,   8.926210 , 7 , 10 ,   0.004062 , 253.864570
253.871528 ,   8.919720 , 7 , 10 ,   0.001321 , 253.871514
253.878472 ,   8.919040 , 7 , 10 ,   0.000472 , 253.878458
253.885417 ,   8.920390 , 7 , 10 ,   0.000926 , 253.885403
253.892361 ,   8.922500 , 7 , 10 ,   0.000936 , 253.892347
253.899306 ,   8.923130 , 7 , 10 ,   0.000177 , 253.899292
253.906250 ,   8.923950 , 7 , 10 ,   0.000675 , 253.906236
253.913194 ,   8.926080 , 7 , 10 ,   0.000681 , 253.913181
253.920139 ,   8.924940 , 7 , 10 ,   0.000600 , 253.920125
253.927083 ,   8.924750 , 7 , 10 ,   0.000369 , 253.927070
253.934028 ,   8.927610 , 7 , 10 ,   0.001992 , 253.934014
253.940972 ,   8.929780 , 7 , 10 ,   0.001752 , 253.940958
253.947917 ,   8.932500 , 7 , 10 ,   0.004919 , 253.947903
253.954861 ,   8.922440 , 7 , 10 ,   0.000825 , 253.954847
253.961806 ,   8.924190 , 7 , 10 ,   0.002474 , 253.961792
253.968750 ,   8.923520 , 7 , 10 ,   0.000796 , 253.968736
253.975694 ,   8.923820 , 7 , 10 ,   0.000505 , 253.975681
253.982639 ,   8.923460 , 7 , 10 ,   0.000900 , 253.982625
253.989583 ,   8.924370 , 7 , 10 ,   0.000902 , 253.989570
253.996528 ,   8.922720 , 7 , 10 ,   0.001441 , 253.996514
254.003472 ,   8.920460 , 7 , 10 ,   0.000462 , 254.003458
254.010417 ,   8.918070 , 7 , 10 ,   0.001481 , 254.010403
254.017361 ,   8.916020 , 7 , 10 ,   0.000155 , 254.017347
254.024306 ,   8.914770 , 7 , 10 ,   0.001059 , 254.024292
254.031250 ,   8.913900 , 7 , 10 ,   0.001398 , 254.031236
254.038194 ,   8.918060 , 7 , 10 ,   0.003174 , 254.038181
254.045139 ,   8.911890 , 7 , 10 ,   0.002182 , 254.045125
254.052083 ,   8.909470 , 7 , 10 ,   0.006662 , 254.052070
254.059028 ,   8.902690 , 7 , 10 ,   0.001601 , 254.059014
254.065972 ,   8.898940 , 7 , 10 ,   0.002047 , 254.065958
254.072917 ,   8.900740 , 7 , 10 ,   0.000949 , 254.072903
254.079861 ,   8.904850 , 7 , 10 ,   0.004237 , 254.079847
254.086806 ,   8.907280 , 7 , 10 ,   0.001939 , 254.086792
254.093750 ,   8.906630 , 7 , 10 ,   0.003699 , 254.093736
254.100694 ,   8.913330 , 7 , 10 ,   0.003109 , 254.100681
254.107639 ,   8.916030 , 7 , 10 ,   0.001630 , 254.107625
254.114583 ,   8.921610 , 7 , 10 ,   0.002546 , 254.114570
254.121528 ,   8.924830 , 7 , 10 ,   0.000691 , 254.121514
254.128472 ,   8.924110 , 7 , 10 ,   0.000569 , 254.128458
254.135417 ,   8.925300 , 7 , 10 ,   0.000506 , 254.135403
254.142361 ,   8.925900 , 7 , 10 ,   0.000323 , 254.142347
254.149306 ,   8.924540 , 7 , 10 ,   0.000654 , 254.149292
254.156250 ,   8.924300 , 7 , 10 ,   0.000501 , 254.156236
254.163194 ,   8.924860 , 7 , 10 ,   0.000190 , 254.163181
254.170139 ,   8.926320 , 7 , 10 ,   0.000668 , 254.170125
254.177083 ,   8.927580 , 7 , 10 ,   0.001457 , 254.177070
254.184028 ,   8.931010 , 7 , 10 ,   0.001833 , 254.184014
254.190972 ,   8.927620 , 7 , 10 ,   0.001002 , 254.190958
254.197917 ,   8.929450 , 7 , 10 ,   0.001770 , 254.197903
254.204861 ,   8.929220 , 7 , 10 ,   0.001259 , 254.204847
254.211806 ,   8.930670 , 7 , 10 ,   0.000878 , 254.211792
254.218750 ,   8.933810 , 7 , 10 ,   0.000325 , 254.218736
254.225694 ,   8.933500 , 7 , 10 ,   0.000620 , 254.225681
254.232639 ,   8.932850 , 7 , 10 ,   0.000515 , 254.232625
254.239583 ,   8.932450 , 7 , 10 ,   0.000747 , 254.239570
254.246528 ,   8.933580 , 7 , 10 ,   0.000257 , 254.246514
254.253472 ,   8.933030 , 7 , 10 ,   0.000613 , 254.253458
254.260417 ,   8.930950 , 7 , 10 ,   0.000552 , 254.260403
254.267361 ,   8.930650 , 7 , 10 ,   0.000387 , 254.267347
254.274306 ,   8.930340 , 7 , 10 ,   0.000334 , 254.274292
254.281250 ,   8.928580 , 7 , 10 ,   0.000748 , 254.281236
254.288194 ,   8.928250 , 7 , 10 ,   0.001084 , 254.288181
254.295139 ,   8.926860 , 7 , 10 ,   0.000519 , 254.295125
254.302083 ,   8.926870 , 7 , 10 ,   0.000648 , 254.302070
254.309028 ,   8.926600 , 7 , 10 ,   0.000992 , 254.309014
254.315972 ,   8.923590 , 7 , 10 ,   0.002760 , 254.315958
254.322917 ,   8.922140 , 7 , 10 ,   0.001552 , 254.322903
254.329861 ,   8.922800 , 7 , 10 ,   0.001541 , 254.329847
254.336806 ,   8.924490 , 7 , 10 ,   0.001052 , 254.336792
254.343750 ,   8.922470 , 7 , 10 ,   0.002743 , 254.343736
254.350694 ,   8.924300 , 7 , 10 ,   0.002972 , 254.350681
254.357639 ,   8.926000 , 7 , 10 ,   0.002771 , 254.357625
254.364583 ,   8.923270 , 7 , 10 ,   0.001673 , 254.364570
254.371528 ,   8.926500 , 7 , 10 ,   0.005363 , 254.371514
254.378472 ,   8.924290 , 7 , 10 ,   0.003281 , 254.378458
254.385417 ,   8.924920 , 7 , 10 ,   0.002130 , 254.385403
254.392361 ,   8.925180 , 7 , 10 ,   0.002101 , 254.392347
254.399306 ,   8.923130 , 7 , 10 ,   0.000709 , 254.399292
254.406250 ,   8.922210 , 7 , 10 ,   0.000570 , 254.406236
254.413194 ,   8.923160 , 7 , 10 ,   0.001199 , 254.413181
254.420139 ,   8.922570 , 7 , 10 ,   0.000709 , 254.420125
254.427083 ,   8.922910 , 7 , 10 ,   0.000565 , 254.427070
254.434028 ,   8.924320 , 7 , 10 ,   0.000784 , 254.434014
254.440972 ,   8.921740 , 7 , 10 ,   0.001223 , 254.440958
254.447917 ,   8.919560 , 7 , 10 ,   0.000595 , 254.447903
254.454861 ,   8.923870 , 7 , 10 ,   0.001357 , 254.454847
254.461806 ,   8.921140 , 7 , 10 ,   0.001889 , 254.461792
254.468750 ,   8.915640 , 7 , 10 ,   0.001687 , 254.468736
254.475694 ,   8.915870 , 7 , 10 ,   0.003024 , 254.475681
254.482639 ,   8.919060 , 7 , 10 ,   0.003003 , 254.482625
254.489583 ,   8.918670 , 7 , 10 ,   0.001949 , 254.489570
254.496528 ,   8.915940 , 7 , 10 ,   0.001186 , 254.496514
254.503472 ,   8.915880 , 7 , 10 ,   0.000758 , 254.503458
254.510417 ,   8.917300 , 7 , 10 ,   0.001301 , 254.510403
254.517361 ,   8.919120 , 7 , 10 ,   0.002356 , 254.517347
254.524306 ,   8.916810 , 7 , 10 ,   0.002134 , 254.524292
254.531250 ,   8.916840 , 7 , 10 ,   0.000924 , 254.531236
254.538194 ,   8.915110 , 7 , 10 ,   0.000486 , 254.538181
254.545139 ,   8.915940 , 7 , 10 ,   0.000467 , 254.545125
254.552083 ,   8.916840 , 7 , 10 ,   0.000472 , 254.552070
254.559028 ,   8.918170 , 7 , 10 ,   0.000600 , 254.559014
254.565972 ,   8.922690 , 7 , 10 ,   0.002314 , 254.565958
254.572917 ,   8.925390 , 7 , 10 ,   0.000448 , 254.572903
254.579861 ,   8.925740 , 7 , 10 ,   0.000728 , 254.579847
254.586806 ,   8.926100 , 7 , 10 ,   0.001940 , 254.586792
254.593750 ,   8.926540 , 7 , 10 ,   0.000965 , 254.593736
254.600694 ,   8.926320 , 7 , 10 ,   0.000813 , 254.600681
254.607639 ,   8.928620 , 7 , 10 ,   0.001499 , 254.607625
254.614583 ,   8.932590 , 7 , 10 ,   0.002870 , 254.614570
254.621528 ,   8.934250 , 7 , 10 ,   0.002461 , 254.621514
254.628472 ,   8.940910 , 7 , 10 ,   0.004564 , 254.628458
254.635417 ,   8.930710 , 7 , 10 ,   0.003965 , 254.635403
254.642361 ,   8.925400 , 7 , 10 ,   0.001470 , 254.642347
254.649306 ,   8.924420 , 7 , 10 ,   0.001942 , 254.649292
254.656250 ,   8.922280 , 7 , 10 ,   0.001842 , 254.656236
254.663194 ,   8.921290 , 7 , 10 ,   0.001064 , 254.663181
254.670139 ,   8.922750 , 7 , 10 ,   0.000982 , 254.670125
254.677083 ,   8.922130 , 7 , 10 ,   0.000865 , 254.677070
254.684028 ,   8.922030 , 7 , 10 ,   0.001000 , 254.684014
254.690972 ,   8.927460 , 7 , 10 ,   0.003044 , 254.690958
254.697917 ,   8.928220 , 7 , 10 ,   0.002618 , 254.697903
254.704861 ,   8.928940 , 7 , 10 ,   0.003457 , 254.704847
254.711806 ,   8.925400 , 7 , 10 ,   0.001122 , 254.711792
254.718750 ,   8.923770 , 7 , 10 ,   0.001801 , 254.718736
254.725694 ,   8.923190 , 7 , 10 ,   0.001966 , 254.725681
254.732639 ,   8.923850 , 7 , 10 ,   0.001878 , 254.732625
254.739583 ,   8.921460 , 7 , 10 ,   0.001225 , 254.739570
254.746528 ,   8.926670 , 7 , 10 ,   0.004409 , 254.746514
254.753472 ,   8.929610 , 7 , 10 ,   0.003078 , 254.753458
254.760417 ,   8.924200 , 7 , 10 ,   0.000981 , 254.760403
254.767361 ,   8.922070 , 7 , 10 ,   0.001256 , 254.767347
254.774306 ,   8.921850 , 7 , 10 ,   0.000284 , 254.774292
254.781250 ,   8.933110 , 7 , 10 ,   0.003329 , 254.781236
254.788194 ,   8.926490 , 7 , 10 ,   0.002927 , 254.788181
254.795139 ,   8.930900 , 7 , 10 ,   0.004606 , 254.795125
254.802083 ,   8.929780 , 7 , 10 ,   0.003216 , 254.802070
254.809028 ,   8.929210 , 7 , 10 ,   0.002742 , 254.809014
254.815972 ,   8.933690 , 7 , 10 ,   0.001495 , 254.815958
254.822917 ,   8.934550 , 7 , 10 ,   0.004826 , 254.822903
254.829861 ,   8.929040 , 7 , 10 ,   0.005006 , 254.829847
254.836806 ,   8.924910 , 7 , 10 ,   0.000592 , 254.836792
254.843750 ,   8.925360 , 7 , 10 ,   0.000985 , 254.843736
254.850694 ,   8.925900 , 7 , 10 ,   0.000678 , 254.850681
254.857639 ,   8.924510 , 7 , 10 ,   0.001035 , 254.857625
254.864583 ,   8.923960 , 7 , 10 ,   0.000465 , 254.864570
254.871528 ,   8.924150 , 7 , 10 ,   0.000845 , 254.871514
254.878472 ,   8.924610 , 7 , 10 ,   0.000706 , 254.878458
254.885417 ,   8.924440 , 7 , 10 ,   0.000481 , 254.885403
254.892361 ,   8.923900 , 7 , 10 ,   0.000726 , 254.892347
254.899306 ,   8.924910 , 7 , 10 ,   0.001159 , 254.899292
254.906250 ,   8.926110 , 7 , 10 ,   0.002014 , 254.906236
254.913194 ,   8.925290 , 7 , 10 ,   0.002206 , 254.913181
254.920139 ,   8.937100 , 7 , 10 ,   0.003980 , 254.920125
254.927083 ,   8.929020 , 7 , 10 ,   0.004664 , 254.927070
254.934028 ,   8.927680 , 7 , 10 ,   0.004052 , 254.934014
254.940972 ,   8.933650 , 7 , 10 ,   0.005064 , 254.940958
254.947917 ,   8.922020 , 7 , 10 ,   0.001210 , 254.947903
254.954861 ,   8.921270 , 7 , 10 ,   0.000738 , 254.954847
254.961806 ,   8.920760 , 7 , 10 ,   0.000580 , 254.961792
254.968750 ,   8.921400 , 7 , 10 ,   0.001152 , 254.968736
254.975694 ,   8.922530 , 7 , 10 ,   0.000552 , 254.975681
254.982639 ,   8.922470 , 7 , 10 ,   0.002037 , 254.982625
254.989583 ,   8.927460 , 7 , 10 ,   0.002511 , 254.989570
254.996528 ,   8.925560 , 7 , 10 ,   0.002481 , 254.996514
255.003472 ,   8.916380 , 7 , 10 ,   0.003128 , 255.003458
255.010417 ,   8.909330 , 7 , 10 ,   0.001287 , 255.010403
255.017361 ,   8.912980 , 7 , 10 ,   0.001747 , 255.017347
255.024306 ,   8.920190 , 7 , 10 ,   0.002365 , 255.024292
255.031250 ,   8.921800 , 7 , 10 ,   0.000715 , 255.031236
255.038194 ,   8.921030 , 7 , 10 ,   0.001147 , 255.038181
